BLItemNo,ElementId,LdrawId,PartName,BLColorId,LDrawColorId,ColorName,ColorCategory,Qty,Weight
15573,6092572,15573.dat,"Plate, Modified 1 x 2 with 1 Stud with Groove and Bottom Stud Holder (Jumper)",85,72,Dark Bluish Gray,Solid Colors,5,0.3
2780,6279875,2780.dat,"Technic, Pin with Friction Ridges Lengthwise, Staggered, with or without Center Slots",11,0,Black,Solid Colors,1,0.16
3022,4211094,3022.dat,Plate 2 x 2,85,72,Dark Bluish Gray,Solid Colors,1,0.64
3034,4210997,3034.dat,Plate 2 x 8,85,72,Dark Bluish Gray,Solid Colors,1,2.27
3068b,4211413,3068b.dat,Tile 2 x 2 with Groove,86,71,Light Bluish Gray,Solid Colors,1,0.48
3069b,4211052,3069b.dat,Tile 1 x 2 with Groove,85,72,Dark Bluish Gray,Solid Colors,1,0.26
3665,4211437,3665.dat,"Slope, Inverted 45 2 x 1",86,71,Light Bluish Gray,Solid Colors,1,0.66
3700,4211440,3700.dat,"Technic, Brick 1 x 2 with Hole",86,71,Light Bluish Gray,Solid Colors,4,0.82
4274,4211483,4274.dat,"Technic, Pin 1/2",86,71,Light Bluish Gray,Solid Colors,3,0.095
4286,4211488,4286.dat,Slope 33 3 x 1,86,71,Light Bluish Gray,Solid Colors,1,0.98
4287,4211489,4287.dat,"Slope, Inverted 33 3 x 1",86,71,Light Bluish Gray,Solid Colors,1,0.94
6541,4211535,6541.dat,"Technic, Brick 1 x 1 with Hole",86,71,Light Bluish Gray,Solid Colors,3,0.38
6636,4211549,6636.dat,Tile 1 x 6,86,71,Light Bluish Gray,Solid Colors,1,0.83
98283,6000066,98283.dat,"Brick, Modified 1 x 2 with Masonry Profile",86,71,Light Bluish Gray,Solid Colors,1,0.77
,,,,,,,,,
Total qty,Total Weight,,,,,,,,
25,14.195,,,,,,,,
