BLItemNo,ElementId,LdrawId,PartName,BLColorId,LDrawColorId,ColorName,ColorCategory,Qty,Weight
3031,4243815,3031,Plate 4 x 4,7,1,Blue,Solid Colors,1,2.22
3069b,6251289,3069b,Tile 1 x 2 with Groove,14,33,Trans-Dark Blue,Transparent Colors,8,0.26
,,,,,,,,,
Total qty,Total Weight,,,,,,,,
9,4.3,,,,,,,,
