BLItemNo,ElementId,LdrawId,PartName,BLColorId,LDrawColorId,ColorName,ColorCategory,Qty,Weight
12885,6192778,12885,"Minifigure, Utensil Paint Roller Brush Handle",11,0,Black,Solid Colors,1,0.22
4733,6133765,4733,"Brick, Modified 1 x 1 with Studs on 4 Sides",88,70,Reddish Brown,Solid Colors,1,0.45
4740,474026,4740,Dish 2 x 2 Inverted (Radar),11,0,Black,Solid Colors,1,0.28
64847,6328192,64847,"Cattle Horn, Short",71,26,Magenta,Solid Colors,4,0
85861,6215659,85861,"Plate, Round 1 x 1 with Open Stud",88,70,Reddish Brown,Solid Colors,1,0.1
85861,6168646,85861,"Plate, Round 1 x 1 with Open Stud",11,0,Black,Solid Colors,1,0.1
98138pb056,6157652,98138pb056,"Tile, Round 1 x 1 with Black Eye on primary Background Pattern",88,70,Reddish Brown,Solid Colors,1,0.11
,,,,,,,,,
Total qty,Total Weight,,,,,,,,
10,1.26,,,,,,,,
