BLItemNo,ElementId,LdrawId,PartName,BLColorId,LDrawColorId,ColorName,ColorCategory,Qty,Weight
25269,6199549,25269.dat,"Tile, Round 1 x 1 Quarter",85,72,Dark Bluish Gray,Solid Colors,4,0.1
3034,4210997,3034.dat,Plate 2 x 8,85,72,Dark Bluish Gray,Solid Colors,1,2.27
3068b,4211055,3068b.dat,Tile 2 x 2 with Groove,85,72,Dark Bluish Gray,Solid Colors,1,0.48
33057,6247204,33057.dat,"Turkey Drumstick, 20mm with Round Opening on Back",68,484,Dark Orange,Solid Colors,1,0.34
4528,4624615,4528.dat,"Minifigure, Utensil Frying Pan",95,179,Flat Silver,Pearl Colors,1,0.32
87580,6126083,87580.dat,"Plate, Modified 2 x 2 with Groove and 1 Stud in Center (Jumper)",85,72,Dark Bluish Gray,Solid Colors,2,0.5
98283,6000311,98283.dat,"Brick, Modified 1 x 2 with Masonry Profile",85,72,Dark Bluish Gray,Solid Colors,8,0.77
,,,,,,,,,
Total qty,Total Weight,,,,,,,,
18,10.97,,,,,,,,
