BLItemNo,ElementId,LdrawId,PartName,BLColorId,LDrawColorId,ColorName,ColorCategory,Qty,Weight
14769,6075213,14769,"Tile, Round 2 x 2 with Bottom Stud Holder",88,70,Reddish Brown,Solid Colors,2,0.33
2489,6278989,2489,"Container, Barrel 2 x 2 x 2",88,70,Reddish Brown,Solid Colors,2,1.7
3068b,4271949,3068b,Tile 2 x 2 with Groove,88,70,Reddish Brown,Solid Colors,2,0.48
61780,4520638,61780,"Container, Box 2 x 2 x 2 - Top Opening",88,70,Reddish Brown,Solid Colors,2,2.11
,,,,,,,,,
Total qty,Total Weight,,,,,,,,
8,9.24,,,,,,,,
